City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Type
348,Riyadh,SA,24.6877,46.7219,86.14,23,4,4.94,clear sky
349,Kampot,KH,10.6167,104.1833,86.05,70,97,4.36,overcast clouds
350,Pointe Michel,DM,15.25,-61.3833,80.78,81,100,13.6,overcast clouds
351,Juybar,IR,36.6412,52.9124,71.76,80,0,5.26,clear sky
352,Guanare,VE,9.0418,-69.7421,70.97,97,100,2.46,overcast clouds
353,Mapiripan,CO,2.8892,-72.1256,70.12,88,99,1.9,overcast clouds
354,Verkhovye,RU,52.8119,37.2425,51.71,91,100,8.28,overcast clouds
355,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,87,0,3.44,clear sky
356,Karaton,ID,-6.3424,106.1045,81.5,75,91,1.36,overcast clouds
357,Buala,SB,-8.145,159.5921,83.43,75,69,10.47,light rain
358,Siniscola,IT,40.5719,9.6922,63.95,62,10,2.57,clear sky
359,Ocala,US,29.1872,-82.1401,81.18,68,0,8.05,light rain
360,Malartic,CA,48.1335,-78.1328,64.51,77,92,4.23,overcast clouds
361,Ahipara,NZ,-35.1667,173.1667,60.44,78,15,13.42,few clouds
362,Antofagasta,CL,-23.65,-70.4,56.5,81,58,5.23,broken clouds
363,Indiaroba,BR,-11.5192,-37.5117,72.28,88,86,8.97,overcast clouds
364,Manokwari,ID,-0.8667,134.0833,83.71,68,84,9.6,broken clouds
365,Dunedin,NZ,-45.8742,170.5036,46.8,63,100,18.01,overcast clouds
366,Mlonggo,ID,-6.5333,110.7,83.3,71,100,2.62,light rain
367,Tezu,IN,27.9167,96.1667,73.18,98,100,2.98,light rain
368,Wattegama,LK,6.7989,81.4808,78.26,81,100,2.89,overcast clouds
369,Gillette,US,44.2911,-105.5022,56.05,49,0,3.44,clear sky
370,Hirtshals,DK,57.5881,9.9592,54.45,90,84,13.53,broken clouds
371,Karratha,AU,-20.7377,116.8463,79.32,39,2,13.33,clear sky
372,Padang,ID,-0.9492,100.3543,75.25,93,100,4.54,overcast clouds
373,Clyde River,CA,70.4692,-68.5914,37.63,81,100,9.22,overcast clouds
374,Aginskoye,RU,51.1,114.53,73.78,44,9,4.5,clear sky
375,Sao Filipe,CV,14.8961,-24.4956,74.35,77,100,12.8,overcast clouds
376,Kedrovyy,RU,56.1667,91.8167,73.87,92,100,5.23,light rain
377,Oktyabrskoye,RU,43.0645,44.7417,59.14,93,36,0.0,scattered clouds
378,Billings,US,45.7833,-108.5007,62.29,28,100,21.85,overcast clouds
379,Araguaina,BR,-7.1911,-48.2072,72.09,87,32,2.93,scattered clouds
380,San Patricio,US,28.017,-97.5169,84.83,80,100,17.58,overcast clouds
381,Moron,AR,-34.6534,-58.6198,55.96,95,100,4.88,overcast clouds
382,Umuarama,BR,-23.7664,-53.325,53.26,81,50,7.14,scattered clouds
383,Mbandaka,CD,0.0487,18.2603,71.24,89,100,0.54,overcast clouds
384,Najran,SA,17.4924,44.1277,75.85,17,20,3.78,few clouds
385,Ponta Do Sol,PT,32.6667,-17.1,66.7,78,31,6.78,scattered clouds
386,Santa Cruz Cabralia,BR,-16.2781,-39.0247,68.23,88,75,5.75,broken clouds
387,Houma,US,29.5958,-90.7195,84.0,80,0,3.44,clear sky
388,Hay River,CA,60.8156,-115.7999,67.98,40,75,3.44,broken clouds
389,Bolivar,US,37.6145,-93.4105,83.95,65,7,11.88,clear sky
390,Antalaha,MG,-14.9003,50.2788,68.83,89,81,5.86,broken clouds
391,Bathsheba,BB,13.2167,-59.5167,81.21,89,40,19.57,scattered clouds
392,Kaohsiung,TW,22.6163,120.3133,89.55,65,75,6.91,broken clouds
393,Vostok,RU,46.4856,135.8833,75.76,36,95,2.06,overcast clouds
394,Mitsamiouli,KM,-11.3847,43.2844,77.04,72,2,8.48,clear sky
395,Whitehorse,CA,60.7161,-135.0538,53.1,82,75,6.91,broken clouds
396,Siirt,TR,37.9326,41.9403,66.07,52,0,0.56,clear sky
397,Bumba,CD,2.1833,22.4667,71.22,89,100,0.63,overcast clouds
398,Kongoussi,BF,13.3258,-1.5347,88.45,43,100,17.52,overcast clouds
399,Kudahuvadhoo,MV,2.6708,72.8944,82.83,71,23,7.31,few clouds
400,Inhambane,MZ,-23.865,35.3833,67.86,82,0,11.7,clear sky
401,Gamba,GA,-2.65,10.0,71.96,92,100,4.45,overcast clouds
402,Paris,FR,48.8534,2.3488,63.1,76,0,5.75,clear sky
403,Daru,PG,-9.0763,143.2092,80.92,87,13,14.32,few clouds
404,Bemidji,US,47.4736,-94.8803,71.89,94,0,4.61,clear sky
405,Totness,SR,5.8833,-56.3167,76.91,88,63,6.93,broken clouds
406,Aksarka,RU,66.5606,67.7975,56.98,47,10,7.74,clear sky
407,Barentu,ER,15.1139,37.5928,80.13,36,100,5.06,overcast clouds
408,Villazon,BO,-22.0866,-65.5942,39.76,10,0,3.38,clear sky
409,Mitu,CO,1.1983,-70.1733,69.96,91,98,0.72,overcast clouds
410,Havelock,US,34.8791,-76.9013,84.15,85,100,3.44,overcast clouds
411,Burnie,AU,-41.0667,145.9167,52.92,92,100,14.65,overcast clouds
412,Nong Chik,TH,6.8436,101.178,81.97,77,90,4.43,overcast clouds
413,Quelimane,MZ,-17.8786,36.8883,67.95,100,40,2.3,scattered clouds
414,Habra,IN,22.8344,88.6275,90.97,66,100,15.66,overcast clouds
415,Lompoc,US,34.6391,-120.4579,70.61,67,0,38.01,clear sky
416,Jambi,ID,-1.6,103.6167,81.54,74,86,3.94,overcast clouds
417,Angoche,MZ,-16.2325,39.9086,67.93,92,11,6.53,few clouds
418,Nanortalik,GL,60.1432,-45.2371,40.39,76,100,14.72,overcast clouds
419,Salalah,OM,17.0151,54.0924,84.29,84,40,8.05,scattered clouds
420,Beloha,MG,-25.1667,45.05,64.83,60,6,6.26,clear sky
421,Krasnoselkup,RU,65.7,82.4667,68.72,60,48,2.04,scattered clouds
422,Bellmead,US,31.594,-97.1089,90.09,44,0,17.27,clear sky
423,Oktyabrskiy,RU,54.4815,53.471,59.22,85,8,4.41,clear sky
424,Aripuana,BR,-9.1667,-60.6333,70.63,68,60,0.69,broken clouds
425,Estelle,US,29.8458,-90.1067,87.01,70,40,3.44,scattered clouds
426,Berlevag,NO,70.8578,29.0864,40.95,93,75,6.91,drizzle
427,Nawabshah,PK,26.2483,68.4096,85.96,66,0,9.22,haze
428,Horodok,UA,49.1637,26.5839,47.66,91,26,6.02,scattered clouds
429,San Quintin,MX,30.4833,-115.95,64.8,76,0,8.61,clear sky
430,Ketchikan,US,55.3422,-131.6461,57.34,66,74,3.83,broken clouds
431,Palana,RU,59.1167,159.9667,45.0,77,79,5.21,broken clouds
432,Talnakh,RU,69.4865,88.3972,72.21,46,70,6.35,broken clouds
433,Pemangkat,ID,1.1667,108.9667,82.4,74,66,3.71,broken clouds
434,Hit,IQ,33.6416,42.8251,82.2,27,0,8.9,clear sky
435,Shakawe,BW,-18.3667,21.85,53.65,49,0,4.0,clear sky
436,Tsaratanana,MG,-16.7833,47.65,65.08,90,2,6.91,clear sky
437,Erzin,TR,36.9559,36.2,67.89,89,33,0.76,scattered clouds
438,Slave Lake,CA,55.2834,-114.769,57.18,88,100,18.41,overcast clouds
439,Cascais,PT,38.6979,-9.4215,71.51,74,36,8.01,scattered clouds
440,Port Hedland,AU,-20.3167,118.5667,78.85,31,3,12.66,clear sky
441,Fuxin,CN,42.0156,121.6589,69.24,62,98,6.17,overcast clouds
442,Duki,PK,30.1541,68.5728,83.19,42,0,6.96,clear sky
443,Kristianstad,SE,56.0313,14.1524,54.36,89,75,5.75,broken clouds
444,Obertyn,UA,48.7003,25.1701,46.35,90,6,4.61,clear sky
445,Saint-Georges,GD,12.0564,-61.7485,78.48,89,20,5.75,few clouds
446,Iskateley,RU,67.6803,53.1512,46.54,76,19,11.14,few clouds
447,Domoni,KM,-12.2569,44.5319,74.59,83,3,4.61,clear sky
448,Ust-Kuyga,RU,70.0167,135.6,71.17,31,80,7.58,broken clouds
449,Kjollefjord,NO,70.9457,27.3465,42.85,88,100,9.73,overcast clouds
450,Kaihua,CN,23.3687,104.28,68.11,69,99,1.99,overcast clouds
451,Kandi,BJ,11.1342,2.9386,77.43,79,70,4.47,broken clouds
452,Gravelbourg,CA,49.8834,-106.5512,52.07,70,86,15.57,overcast clouds
453,Veraval,IN,20.9,70.3667,85.55,71,50,12.1,scattered clouds
454,Cartagena,CO,10.3997,-75.5144,78.42,94,75,2.3,broken clouds
455,Husavik,IS,66.0449,-17.3389,48.07,84,83,1.21,broken clouds
456,Maturin,VE,9.75,-63.1767,71.02,97,97,1.66,overcast clouds
457,Dhidhdhoo,MV,6.8833,73.1,82.42,77,56,13.09,broken clouds
458,Kaka,TM,37.3482,59.6143,89.06,29,81,7.92,broken clouds
459,Vagur,FO,61.4732,-6.8119,48.58,98,100,12.21,overcast clouds
460,Okhotsk,RU,59.3833,143.3,48.9,76,89,8.25,overcast clouds
461,Tongzi,CN,28.7829,105.0877,85.68,59,84,2.64,broken clouds
462,Awjilah,LY,29.1081,21.2869,72.05,71,0,8.14,clear sky
463,Bam,IR,29.106,58.357,95.56,13,13,6.15,few clouds
464,Yerbogachen,RU,61.2767,108.0108,67.62,53,88,4.16,overcast clouds
465,Bac Lieu,VN,9.285,105.7244,87.06,65,87,6.31,overcast clouds
466,Acari,PE,-15.4311,-74.6158,62.82,78,100,2.82,overcast clouds
467,Voyvozh,RU,62.892,54.9635,56.8,78,5,4.47,clear sky
468,Nadym,RU,65.5333,72.5167,50.25,65,100,14.85,overcast clouds
469,Predivinsk,RU,57.0669,93.4378,79.47,47,97,4.41,overcast clouds
470,Tias,ES,28.9611,-13.645,67.68,73,0,5.75,clear sky
471,Raudeberg,NO,61.9875,5.1352,51.87,89,100,12.24,light rain
472,Mount Isa,AU,-20.7333,139.5,76.77,16,0,5.75,clear sky
473,Gizo,SB,-8.103,156.8419,84.56,67,81,3.91,broken clouds
474,Kumluca,TR,36.3703,30.2869,73.2,70,7,1.61,clear sky
475,Cardoso,BR,-20.0819,-49.9142,65.23,41,76,7.45,broken clouds
476,Timra,SE,62.487,17.3257,47.88,81,4,4.61,clear sky
477,Plettenberg Bay,ZA,-34.0527,23.3716,53.51,76,97,16.28,light rain
478,Broome,US,42.2506,-75.833,63.7,82,0,1.01,clear sky
479,Mastung,PK,29.7994,66.845,80.24,22,0,4.09,clear sky
480,Syracuse,IT,37.0881,15.2792,71.31,56,0,4.52,clear sky
481,Saint-Augustin,CA,51.226,-58.6502,51.96,61,97,12.3,overcast clouds
482,La Ronge,CA,55.1001,-105.2842,61.05,88,100,19.57,mist
483,Fengcheng,CN,40.4536,124.0717,72.77,51,100,5.23,overcast clouds
484,Tenenkou,ML,14.4572,-4.9169,88.03,42,55,18.1,broken clouds
485,Resistencia,AR,-27.4606,-58.9839,58.08,84,0,9.22,clear sky
486,Kavieng,PG,-2.5744,150.7967,84.43,68,12,10.29,light rain
487,Portland,US,45.5234,-122.6762,65.64,60,75,8.05,broken clouds
488,Conceicao Do Araguaia,BR,-8.2578,-49.2647,71.74,91,100,3.0,light rain
489,Iralaya,HN,15.0,-83.2333,78.98,83,100,11.14,overcast clouds
490,Polewali,ID,-3.4324,119.3435,84.56,70,99,2.84,overcast clouds
491,Waterloo,CA,43.4668,-80.5164,66.69,67,0,5.75,clear sky
492,Auki,SB,-8.7676,160.7034,84.6,67,82,3.58,light rain
493,Nelson Bay,AU,-32.7167,152.15,65.1,58,0,1.99,clear sky
494,Georgiyevka,KZ,43.0369,74.7114,71.64,53,40,6.71,scattered clouds
495,Faya,SA,18.3851,42.4509,68.11,15,84,7.23,broken clouds
496,Tura,IN,25.5198,90.2201,74.62,96,100,7.83,heavy intensity rain
497,Bilma,NE,18.6853,12.9164,86.77,37,5,5.53,clear sky
498,Banjar,ID,-8.19,114.9675,85.8,69,73,3.94,broken clouds
499,Washington,US,47.5001,-120.5015,61.2,43,6,7.4,clear sky
500,Bumbesti-Jiu,RO,45.1667,23.4,58.1,63,74,3.94,broken clouds
501,Nuuk,GL,64.1835,-51.7216,38.88,60,8,18.01,clear sky
502,Kyzyl-Suu,KG,42.3414,78.0056,62.29,60,82,3.62,broken clouds
503,Kapit,MY,2.0167,112.9333,89.53,58,89,2.08,overcast clouds
504,Lavrentiya,RU,65.5833,-171.0,35.29,100,100,6.76,snow
505,Wucheng,CN,29.6008,118.175,85.3,58,98,1.43,overcast clouds
506,Groningen,NL,53.25,6.75,53.04,89,34,2.3,scattered clouds
507,Savannah Bight,HN,16.45,-85.85,80.94,81,100,22.08,overcast clouds
508,Alghero,IT,40.5589,8.3181,64.49,77,0,4.61,clear sky
509,Riviere-Au-Renard,CA,48.9957,-64.3971,57.49,92,96,10.96,overcast clouds
510,Chapais,CA,49.7834,-74.8492,60.58,82,43,3.78,scattered clouds
511,Sola,VU,-13.8833,167.55,81.12,78,78,18.48,broken clouds
512,Lebrija,ES,36.9208,-6.0753,77.29,78,0,1.14,clear sky
513,Zelenogorskiy,RU,55.0333,87.0,69.24,72,90,7.76,overcast clouds
514,Mercedes,AR,-34.6515,-59.4307,49.03,80,100,7.78,overcast clouds
515,Betare Oya,CM,5.6,14.0833,66.31,96,80,0.87,broken clouds
516,Swift Current,CA,50.2834,-107.8014,50.81,81,100,13.8,overcast clouds
517,Lichtenvoorde,NL,51.9867,6.5667,55.85,89,29,7.05,scattered clouds
518,Hendek,TR,40.7994,30.7481,62.98,92,33,2.19,scattered clouds
519,Dourbali,TD,11.8091,15.8632,85.51,45,74,4.05,broken clouds
520,Naze,JP,28.3667,129.4833,77.92,91,100,8.19,light rain
521,Governador Valadares,BR,-18.8511,-41.9494,61.95,80,96,2.42,overcast clouds
522,Port Hawkesbury,CA,45.6169,-61.3485,52.97,96,100,18.01,mist
523,Gambela,ET,8.25,34.5833,68.72,95,100,2.91,moderate rain
524,Alihe,CN,50.5667,123.7167,66.13,73,100,6.98,moderate rain
525,Maues,BR,-3.3836,-57.7186,71.55,98,88,0.58,overcast clouds
526,Saint-Joseph,RE,-21.3667,55.6167,66.58,80,20,10.67,light rain
527,Raglan,NZ,-37.8,174.8833,60.21,81,7,18.7,clear sky
528,Smithers,CA,54.7804,-127.1743,62.92,42,40,14.97,scattered clouds
529,La Libertad,EC,-2.2333,-80.9,69.44,85,94,11.81,overcast clouds
530,Maningrida,AU,-12.0667,134.2667,86.49,48,100,9.13,overcast clouds
531,Trinidad,BO,-14.8333,-64.9,60.19,72,0,3.44,clear sky
532,Vanderhoof,CA,54.0166,-124.0198,68.49,29,5,3.42,clear sky
533,Altamont,US,42.2068,-121.7372,62.89,30,0,12.66,clear sky
534,Poli,TZ,-3.3333,36.8,53.44,96,52,2.57,broken clouds
535,Samandag,TR,36.0842,35.9771,72.12,86,28,5.59,scattered clouds
536,Cukai,MY,4.25,103.4167,84.15,69,100,10.07,overcast clouds
537,Stephenville,US,32.2207,-98.2023,89.87,35,0,13.8,clear sky
538,Samarai,PG,-10.6167,150.6667,80.02,83,90,9.35,overcast clouds
539,Kijang,KR,35.2442,129.2139,69.53,84,99,7.99,overcast clouds
540,Pitimbu,BR,-7.4706,-34.8086,72.19,76,24,9.53,few clouds
541,Alyangula,AU,-13.8483,136.4192,80.51,67,100,11.01,overcast clouds
542,Gornopravdinsk,RU,60.05,69.9,55.83,85,78,8.77,broken clouds
543,Kommunar,RU,59.6206,30.39,53.44,96,84,3.06,broken clouds
544,Aswan,EG,24.0934,32.907,81.7,22,0,5.75,clear sky
545,Nipawin,CA,53.3668,-104.0009,53.64,100,100,14.97,overcast clouds
546,Karabuk,TR,41.2049,32.6277,60.42,89,14,0.78,few clouds
547,Ayan,RU,56.45,138.1667,42.55,90,100,5.61,overcast clouds
548,Qinhuangdao,CN,39.9317,119.5883,69.06,72,98,6.71,overcast clouds
549,Khabez,RU,44.0434,41.772,57.0,91,20,6.31,few clouds
550,Yushan,CN,31.3776,120.9543,87.69,32,1,6.24,clear sky
551,Sayansk,RU,54.1088,102.1648,76.37,49,98,5.57,overcast clouds
552,Grand Bank,CA,47.0999,-55.765,48.97,74,100,13.98,overcast clouds
553,Shelburne,CA,44.0787,-80.2041,68.45,80,0,6.42,clear sky
554,Pasvalys,LT,56.0594,24.4036,48.72,93,11,12.12,few clouds
555,Xining,CN,36.6167,101.7667,71.8,32,0,2.13,clear sky
556,Tuatapere,NZ,-46.1333,167.6833,44.67,86,100,11.83,overcast clouds
557,Coquimbo,CL,-29.9533,-71.3436,49.73,87,0,5.75,clear sky
558,Meiganga,CM,6.5167,14.3,64.62,95,95,2.8,overcast clouds
559,San Ramon,US,37.7799,-121.978,85.82,40,0,11.5,clear sky
560,Severnoye,RU,56.3491,78.3619,54.19,94,100,15.12,overcast clouds
561,Kushima,JP,31.4583,131.2333,78.46,74,100,3.69,overcast clouds
562,Palafrugell,ES,41.9174,3.1631,73.35,67,100,4.0,overcast clouds
563,Leningradskiy,RU,69.3833,178.4167,33.66,91,100,12.68,overcast clouds
564,Mumford,GH,5.2618,-0.759,77.59,87,100,13.15,moderate rain
565,Sioux Lookout,CA,50.1001,-91.917,60.87,94,100,14.97,overcast clouds
566,Cururupu,BR,-1.8283,-44.8683,74.53,86,1,4.45,clear sky
567,Gatton,AU,-27.55,152.2833,69.64,56,15,2.46,few clouds
568,Morondava,MG,-20.2833,44.2833,68.88,70,0,5.68,clear sky
569,Kilrush,IE,52.6397,-9.4833,51.55,85,100,6.02,overcast clouds
570,San Ignacio,BZ,17.1561,-89.0714,80.74,74,0,6.91,clear sky
571,Tanete,ID,-3.9443,119.7848,83.8,73,100,9.82,overcast clouds
572,Kurumkan,RU,54.3,110.3,76.96,38,45,2.84,scattered clouds
573,Sawakin,SD,19.1059,37.3321,88.27,45,7,7.81,clear sky
574,Oksfjord,NO,70.2396,22.3479,44.78,84,100,5.19,overcast clouds
575,Yantai,CN,37.5333,121.4,63.64,83,100,12.48,overcast clouds
576,Robat Karim,IR,35.4846,51.0829,80.46,14,0,13.8,clear sky
577,Lao Cai,VN,22.4833,103.95,74.32,96,100,0.76,overcast clouds
578,Vanimo,PG,-2.6741,141.3028,86.47,63,8,8.72,clear sky
579,Pisco,PE,-13.7,-76.2167,60.85,82,100,8.05,overcast clouds
580,Puerto Colombia,CO,10.9878,-74.9547,78.89,77,100,7.16,overcast clouds
581,Lithakia,GR,37.7167,20.8333,67.28,88,20,0.0,few clouds
582,Ornskoldsvik,SE,63.2909,18.7153,49.44,78,0,6.22,clear sky
583,Wagar,SD,16.1525,36.2032,85.37,44,50,11.7,scattered clouds
584,Puerto Leguizamo,CO,-0.1934,-74.7819,68.47,89,24,0.4,few clouds
585,Yeppoon,AU,-23.1333,150.7333,74.98,67,31,8.99,scattered clouds
586,Saldanha,ZA,-33.0117,17.9442,54.64,71,7,10.47,light rain
587,Kamenka,RU,51.3223,42.7678,62.46,66,4,8.59,clear sky
588,Marquette,US,46.5333,-87.6335,69.78,82,97,8.43,overcast clouds
589,Poso,ID,-1.3959,120.7524,86.23,63,100,3.71,overcast clouds
590,Contai,IN,21.7786,87.7536,90.39,67,97,16.49,overcast clouds
591,Arman,RU,59.7,150.1667,45.23,91,100,2.93,overcast clouds
592,Kirksville,US,40.1948,-92.5833,81.82,66,0,8.05,clear sky
593,Boca Do Acre,BR,-8.7522,-67.3978,69.75,81,86,0.49,overcast clouds
594,Nerchinsk,RU,51.9833,116.5833,77.18,36,37,6.02,scattered clouds
595,Nouadhibou,MR,20.931,-17.0347,65.53,89,7,20.92,clear sky
596,General Roca,AR,-39.0333,-67.5833,46.62,60,7,5.84,clear sky
597,Filadelfia,US,39.9523,-75.1638,74.05,77,0,0.0,clear sky
598,Santa Barbara,US,34.7333,-120.0343,66.78,50,0,12.66,clear sky
599,Brigantine,US,39.4101,-74.3646,69.01,83,0,0.0,clear sky
600,Mackenzie,CA,55.2999,-123.1698,70.02,26,0,4.61,clear sky
601,Udachnyy,RU,66.4167,112.4,70.45,37,100,5.01,overcast clouds
602,Santa Rosalia,MX,27.3167,-112.2833,82.04,39,0,1.74,clear sky
603,Carutapera,BR,-1.195,-46.02,75.49,84,13,6.82,few clouds
604,Skibbereen,IE,51.55,-9.2667,53.11,81,99,3.44,overcast clouds
605,Bozdar,PK,27.1828,68.636,93.94,45,0,11.34,clear sky
606,Omboue,GA,-1.5746,9.2618,72.57,91,60,5.95,broken clouds
607,Pathein,MM,16.7833,94.7333,86.63,67,94,6.42,overcast clouds
608,Port Macquarie,AU,-31.4333,152.9167,70.9,46,0,0.74,clear sky
609,Prainha,BR,-1.8,-53.48,71.73,97,45,2.86,scattered clouds
610,Svolvaer,NO,68.2342,14.5683,51.49,87,100,4.52,light rain
611,Saluzzo,IT,44.6464,7.4862,72.63,88,76,4.61,broken clouds
612,Sao Miguel,BR,-5.4667,-35.3667,72.37,81,3,10.38,clear sky
613,Batsfjord,NO,70.6345,29.7185,40.93,89,100,8.95,overcast clouds
614,Horni Plana,CZ,48.7674,14.0326,53.1,91,34,1.99,scattered clouds
615,Lakatoro,VU,-16.0999,167.4164,82.71,75,27,14.54,scattered clouds
616,Alta Floresta,BR,-9.8756,-56.0861,72.99,65,77,1.66,broken clouds
617,Camopi,GF,3.1655,-52.3158,69.89,99,26,2.55,scattered clouds
618,Bonthe,SL,7.5264,-12.505,77.77,77,86,5.97,overcast clouds
619,Rochegda,RU,62.8,43.25,62.35,68,96,6.67,overcast clouds
620,Arys,KZ,42.4252,68.795,88.57,22,34,5.53,scattered clouds
621,Searcy,US,35.2506,-91.7363,83.14,79,0,6.91,clear sky
622,Trenggalek,ID,-8.05,111.7167,82.06,79,68,2.89,broken clouds
623,Doha,QA,25.2867,51.5333,87.78,72,0,3.44,clear sky
624,Andros Town,BS,24.7,-77.7667,82.36,74,3,13.71,clear sky
625,Porto Novo,BJ,6.4965,2.6036,82.22,89,100,9.98,moderate rain
626,Talakan,RU,50.3167,130.3667,71.02,79,95,7.63,overcast clouds
627,Tandil,AR,-37.3217,-59.1332,46.69,62,100,3.74,overcast clouds
628,Sindor,RU,62.8629,51.8905,60.24,73,6,3.33,clear sky
629,Saintes,FR,45.6667,-0.75,71.35,66,19,6.15,few clouds
630,Maldonado,UY,-34.6667,-54.9167,53.22,90,70,4.99,broken clouds
631,Kruisfontein,ZA,-34.0033,24.7314,52.88,69,74,23.38,light rain
632,Rovaniemi,FI,66.5,25.7167,53.01,87,0,5.75,clear sky
633,Tucuman,AR,-26.8241,-65.2226,48.2,87,5,8.05,smoke
634,Ahwa,IN,20.75,73.6833,80.49,68,48,9.53,scattered clouds
635,Nabire,ID,-3.3667,135.4833,83.52,75,26,4.43,scattered clouds
636,Trairi,BR,-3.2778,-39.2689,73.2,80,6,6.85,clear sky
637,Marsh Harbour,BS,26.5412,-77.0636,80.71,78,4,11.18,clear sky
638,Khani,GE,41.9563,42.9566,54.97,97,100,1.54,overcast clouds
639,Mantua,IT,45.1667,10.7833,72.55,73,33,5.37,scattered clouds
640,Huauchinango,MX,20.1833,-98.05,63.05,98,100,2.48,overcast clouds
641,Zavetnoye,RU,47.1194,43.8903,70.63,51,63,5.73,broken clouds
642,Batetskiy,RU,58.6461,30.3027,48.4,97,65,2.62,broken clouds
643,Galle,LK,6.0367,80.217,81.5,80,91,12.66,overcast clouds
644,Launceston,AU,-41.45,147.1667,51.44,97,100,13.8,overcast clouds
645,Bairiki,KI,1.3292,172.9752,86.0,70,75,5.75,broken clouds
646,Port Augusta,AU,-32.5,137.7667,63.64,61,99,15.84,overcast clouds
647,Aitape,PG,-3.1374,142.3475,86.52,62,13,7.4,few clouds
648,Tygda,RU,53.1167,126.3333,62.24,73,100,6.2,overcast clouds
649,Bereda,ES,43.2686,-7.5406,63.57,98,4,1.5,clear sky
650,Hibbing,US,47.4272,-92.9377,72.82,49,75,4.61,broken clouds
651,Bay Roberts,CA,47.5999,-53.2648,42.51,89,100,5.99,overcast clouds
652,Cabedelo,BR,-6.9811,-34.8339,72.27,75,46,9.69,scattered clouds
653,Truth Or Consequences,US,33.1284,-107.2528,95.23,7,0,16.11,clear sky
654,Westport,US,41.1415,-73.3579,72.75,74,0,1.99,clear sky
655,Olbia,IT,40.9214,9.4856,64.45,82,0,1.14,clear sky
656,Morro Bay,US,35.3658,-120.8499,89.19,73,4,5.99,clear sky
657,Leshukonskoye,RU,64.8989,45.7622,58.6,70,12,5.61,few clouds
658,Glenwood Springs,US,39.5505,-107.3248,72.41,19,0,19.57,clear sky
659,Aloleng,PH,16.1307,119.7824,86.61,66,73,2.06,broken clouds
660,Chlorakas,CY,34.8042,32.4083,68.88,78,0,6.91,clear sky
661,Xai-Xai,MZ,-25.0519,33.6442,65.79,74,5,13.51,clear sky
662,Kualakapuas,ID,-3.0091,114.3876,87.21,62,100,3.13,overcast clouds
663,Magadan,RU,59.5667,150.8,46.36,85,100,7.18,overcast clouds
664,Hobyo,SO,5.3505,48.5268,78.17,79,100,24.02,overcast clouds
665,Beatrice,US,40.2681,-96.747,84.18,83,75,0.0,broken clouds
666,Maryville,US,35.7565,-83.9705,84.4,88,20,5.75,few clouds
667,Wanning,CN,18.8003,110.3967,87.73,68,100,10.0,overcast clouds
668,Anadyr,RU,64.75,177.4833,39.7,69,20,17.9,light rain
669,Cam Ranh,VN,11.9214,109.1591,85.96,70,20,3.44,few clouds
670,Lasa,IT,46.6166,10.7002,59.36,80,24,2.26,few clouds
671,Inirida,CO,3.8653,-67.9239,69.98,98,97,1.12,overcast clouds
672,Bosaso,SO,11.2842,49.1816,91.2,40,71,20.31,broken clouds
673,Saint Anthony,US,45.0205,-93.218,87.73,53,0,14.97,clear sky
674,Ixtapa,MX,20.7,-105.2,83.23,74,100,10.36,overcast clouds
675,Parana,AR,-31.732,-60.5238,55.56,78,68,7.85,broken clouds
676,Kampene,CD,-3.6,26.6667,67.87,91,30,1.61,scattered clouds
677,Kichera,RU,55.9375,110.0997,73.92,44,25,5.55,scattered clouds
678,Pochutla,MX,15.7432,-96.4661,78.62,76,100,2.93,overcast clouds
679,Akureyri,IS,65.6835,-18.0878,46.33,93,75,5.75,broken clouds
680,Vytegra,RU,61.0064,36.4481,55.51,97,100,7.76,overcast clouds
681,Salym,RU,60.0625,71.4789,52.34,96,100,6.58,overcast clouds
