City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
174,Worthington,US,2022-06-09 12:58:07,40.0931,-83.018,62.65,91,100,11.5
175,Trairi,BR,2022-06-09 12:54:20,-3.2778,-39.2689,81.01,75,98,9.13
176,Lorengau,PG,2022-06-09 12:58:09,-2.0226,147.2712,80.49,74,2,4.05
177,Am Timan,TD,2022-06-09 12:58:10,11.0297,20.2827,90.01,37,88,3.56
178,Varia,FR,2022-06-09 12:58:11,44.5725,-0.1104,74.48,47,43,10.47
179,Salta,AR,2022-06-09 12:58:12,-24.7859,-65.4117,53.58,87,40,3.44
180,Yerbogachen,RU,2022-06-09 12:58:13,61.2767,108.0108,56.88,60,68,4.79
181,Saskylakh,RU,2022-06-09 12:58:14,71.9167,114.0833,54.57,59,13,6.04
182,Bandarbeyla,SO,2022-06-09 12:58:15,9.4942,50.8122,91.8,46,51,26.13
183,Winslow,US,2022-06-09 12:57:18,35.0242,-110.6974,69.48,27,66,7.92
184,Tanete,ID,2022-06-09 12:58:17,-3.9443,119.7848,75.45,94,97,3.04
185,Alice Springs,AU,2022-06-09 12:58:18,-23.7,133.8833,40.55,81,53,4.61
186,Fort Nelson,CA,2022-06-09 12:58:03,58.8053,-122.7002,51.39,100,75,2.3
187,Isangel,VU,2022-06-09 12:59:20,-19.55,169.2667,73.51,88,85,3.44
188,Bubaque,GW,2022-06-09 12:59:21,11.2833,-15.8333,81.68,76,100,8.28
189,Norman Wells,CA,2022-06-09 12:59:22,65.282,-126.8329,39.24,100,100,10.36
190,Xining,CN,2022-06-09 12:59:23,36.6167,101.7667,52.92,78,58,1.86
191,Beringovskiy,RU,2022-06-09 12:59:26,63.05,179.3167,38.01,64,2,7.0
192,Serchhip,IN,2022-06-09 12:59:28,23.3,92.8333,68.83,98,100,1.74
193,Lavrentiya,RU,2022-06-09 12:59:29,65.5833,-171.0,35.6,77,1,9.04
194,Hasaki,JP,2022-06-09 12:59:30,35.7333,140.8333,63.28,84,98,7.67
195,Port Elizabeth,ZA,2022-06-09 12:59:31,-33.918,25.5701,68.09,74,40,19.57
196,Klamath Falls,US,2022-06-09 12:56:07,42.2249,-121.7817,51.87,66,9,3.67
197,Los Llanos De Aridane,ES,2022-06-09 12:59:33,28.6585,-17.9182,71.35,73,20,14.97
198,Evensk,RU,2022-06-09 12:59:34,61.95,159.2333,40.89,93,16,2.48
199,Port-Cartier,CA,2022-06-09 12:59:35,50.0334,-66.8654,52.02,98,100,9.62
200,Santa Cruz Del Sur,CU,2022-06-09 12:59:36,20.7147,-77.9956,79.92,77,100,5.73
201,Emerald,AU,2022-06-09 12:59:38,-23.5333,148.1667,48.92,52,0,10.56
202,Itarema,BR,2022-06-09 12:59:39,-2.9248,-39.9167,80.96,76,98,11.21
203,Sur,OM,2022-06-09 12:59:40,22.5667,59.5289,95.52,46,0,4.34
204,Ahipara,NZ,2022-06-09 12:59:41,-35.1667,173.1667,57.25,78,5,13.4
205,East London,ZA,2022-06-09 12:59:42,-33.0153,27.9116,68.94,68,0,16.11
206,Ascension,US,2022-06-09 12:59:43,30.2169,-90.9001,83.19,92,40,0.0
207,Olafsvik,IS,2022-06-09 12:59:44,64.8945,-23.7142,50.34,80,100,6.89
208,Kampil,IN,2022-06-09 12:59:46,27.6167,79.2833,108.61,11,11,8.5
209,Praia,CV,2022-06-09 12:59:47,14.9215,-23.5087,79.34,73,75,8.05
210,Sitka,US,2022-06-09 12:59:48,57.0531,-135.33,51.93,87,100,3.74
211,Quelimane,MZ,2022-06-09 12:55:08,-17.8786,36.8883,76.95,65,75,11.5
212,Ribeira Grande,PT,2022-06-09 12:59:50,38.5167,-28.7,66.6,100,75,10.36
213,Boda,CF,2022-06-09 12:59:51,4.3189,17.4695,84.67,51,76,4.16
214,Richards Bay,ZA,2022-06-09 12:59:52,-28.783,32.0377,74.01,40,0,2.62
215,Henties Bay,NA,2022-06-09 12:59:53,-22.116,14.2845,81.68,24,0,2.48
216,Qaqortoq,GL,2022-06-09 12:59:55,60.7167,-46.0333,43.2,75,4,3.83
217,Comodoro Rivadavia,AR,2022-06-09 12:59:56,-45.8667,-67.5,39.06,38,0,16.11
218,Palmer,US,2022-06-09 13:00:58,42.1584,-72.3287,69.35,88,100,10.36
219,Prince Rupert,CA,2022-06-09 13:00:29,54.3161,-130.3201,50.09,93,100,5.75
220,Aksarka,RU,2022-06-09 13:01:04,66.5606,67.7975,74.44,26,49,10.36
221,Lichuan,CN,2022-06-09 13:01:08,30.3,108.85,61.9,84,100,1.12
222,Verkhnevilyuysk,RU,2022-06-09 13:01:09,63.4453,120.3167,58.3,95,100,3.76
223,Tasiilaq,GL,2022-06-09 13:01:10,65.6145,-37.6368,41.16,73,9,2.91
224,Moerai,PF,2022-06-09 13:01:12,-22.4333,-151.3333,74.55,78,6,9.8
225,Gavrilovka Vtoraya,RU,2022-06-09 13:01:14,52.877,42.7663,71.56,49,0,5.41
226,Sudak,UA,2022-06-09 13:01:15,44.85,34.9667,69.93,82,51,6.76
227,Coihaique,CL,2022-06-09 13:01:17,-45.5752,-72.0662,28.38,97,61,4.99
228,Chuy,UY,2022-06-09 13:01:18,-33.6971,-53.4616,58.89,81,81,3.49
229,Tabou,CI,2022-06-09 13:02:20,4.423,-7.3528,83.12,70,59,5.06
230,Thunder Bay,CA,2022-06-09 13:02:21,48.4001,-89.3168,54.99,74,26,7.83
231,Port Moresby,PG,2022-06-09 13:02:22,-9.4431,147.1797,76.89,88,100,7.61
232,Gazanjyk,TM,2022-06-09 13:02:23,39.2446,55.5154,96.19,25,0,8.28
233,Mahebourg,MU,2022-06-09 12:59:48,-20.4081,57.7,73.69,73,75,12.66
234,Roros,NO,2022-06-09 13:02:26,62.5747,11.3842,58.84,58,75,6.91
235,Boffa,GN,2022-06-09 13:02:27,10.1667,-14.0333,87.51,51,60,7.92
236,Bambous Virieux,MU,2022-06-09 13:02:32,-20.3428,57.7575,73.65,73,75,13.8
237,Akdepe,TM,2022-06-09 13:02:33,42.0551,59.3788,93.27,16,1,7.25
238,Camocim,BR,2022-06-09 13:02:34,-2.9022,-40.8411,80.35,76,100,10.63
239,Jamestown,US,2022-06-09 13:02:35,42.097,-79.2353,55.18,74,100,8.05
240,Aripuana,BR,2022-06-09 13:02:36,-9.1667,-60.6333,80.87,66,100,1.7
241,La Ronge,CA,2022-06-09 12:58:06,55.1001,-105.2842,53.85,66,40,6.91
242,Te Anau,NZ,2022-06-09 13:02:33,-45.4167,167.7167,39.47,97,100,0.83
243,Lufilufi,WS,2022-06-09 13:02:39,-13.8745,-171.5986,74.98,76,29,10.83
244,San Carlos De Bariloche,AR,2022-06-09 13:02:40,-41.1456,-71.3082,29.03,88,42,8.39
245,Bengkulu,ID,2022-06-09 13:02:41,-3.8004,102.2655,75.83,91,100,6.31
246,Srednekolymsk,RU,2022-06-09 13:02:42,67.45,153.6833,50.77,78,100,8.59
247,Tambopata,PE,2022-06-09 13:02:43,-12.7333,-69.1833,73.29,94,100,5.75
248,Santa Rosa,PH,2022-06-09 13:02:44,14.3122,121.1114,87.12,74,92,7.25
249,San Patricio,US,2022-06-09 13:02:45,28.017,-97.5169,84.09,84,4,5.91
250,Camacha,PT,2022-06-09 13:02:46,33.0833,-16.3333,69.22,78,75,17.27
251,Castro,BR,2022-06-09 13:02:47,-24.7911,-50.0119,56.62,87,100,6.98
252,Bowen,AU,2022-06-09 13:01:57,-20.0167,148.2333,59.99,59,0,8.79
253,Bana,CM,2022-06-09 13:02:49,5.1481,10.2762,71.64,76,53,3.15
254,Havelock,US,2022-06-09 13:01:55,34.8791,-76.9013,80.94,88,100,10.0
255,Saldanha,ZA,2022-06-09 13:02:51,-33.0117,17.9442,63.25,65,0,11.65
256,Bireun,ID,2022-06-09 13:02:52,5.203,96.7009,80.91,80,17,0.72
257,Neiafu,TO,2022-06-09 13:02:54,-18.65,-173.9833,77.68,73,40,11.5
258,Taoudenni,ML,2022-06-09 13:02:55,22.6783,-3.9836,111.52,9,0,2.46
259,Los Andes,CL,2022-06-09 13:02:56,-32.8337,-70.5983,48.0,44,0,2.82
260,Tazovskiy,RU,2022-06-09 13:02:58,67.4667,78.7,60.93,41,61,2.51
261,Bairiki,KI,2022-06-09 13:02:59,1.3292,172.9752,81.57,73,100,15.48
262,Kaitangata,NZ,2022-06-09 13:03:00,-46.2817,169.8464,43.25,84,100,9.22
263,Yulara,AU,2022-06-09 13:03:02,-25.2406,130.9889,50.65,52,89,8.99
264,Stettler,CA,2022-06-09 13:01:43,52.3168,-112.7186,45.52,85,10,5.84
265,Mungeli,IN,2022-06-09 13:03:04,22.0667,81.6833,98.64,23,100,3.24
266,Nemuro,JP,2022-06-09 13:03:05,43.3236,145.575,48.96,91,58,11.23
267,Lamar,US,2022-06-09 13:03:06,33.6668,-95.5836,72.64,94,20,4.61
268,Sibu,MY,2022-06-09 13:03:07,2.3,111.8167,74.73,97,100,1.61
269,Ardmore,US,2022-06-09 13:03:09,34.1743,-97.1436,68.25,95,0,6.91
270,Ocos,GT,2022-06-09 13:03:10,14.5094,-92.1933,75.38,86,100,8.52
271,Mount Gambier,AU,2022-06-09 13:03:11,-37.8333,140.7667,51.55,81,100,8.81
272,Malibu,US,2022-06-09 13:03:12,34.005,-118.8101,66.76,95,33,4.79
273,Iqaluit,CA,2022-06-09 13:03:13,63.7506,-68.5145,49.69,57,100,13.0
274,Yumen,CN,2022-06-09 13:03:14,40.2833,97.2,77.58,9,0,12.57
275,Verkh-Usugli,RU,2022-06-09 13:03:16,52.7,115.1667,60.06,64,88,10.42
276,Alyangula,AU,2022-06-09 13:04:17,-13.8483,136.4192,72.66,59,100,14.41
277,Luderitz,NA,2022-06-09 13:04:18,-26.6481,15.1594,77.29,35,0,10.18
278,Obihiro,JP,2022-06-09 13:04:19,42.9172,143.2044,49.66,91,90,1.74
279,Champerico,GT,2022-06-09 13:04:20,14.3,-91.9167,79.34,86,99,8.34
280,Gondar,ET,2022-06-09 13:04:23,12.6,37.4667,68.72,56,98,13.18
281,Bagdarin,RU,2022-06-09 13:04:24,54.4333,113.6,57.65,66,52,5.06
282,Kruisfontein,ZA,2022-06-09 13:04:25,-34.0033,24.7314,65.88,61,63,17.65
283,Cardston,CA,2022-06-09 13:04:26,49.2,-113.3019,51.12,71,100,5.7
284,Defiance,US,2022-06-09 13:04:27,41.3334,-84.45,61.9,83,29,8.34
285,Port Shepstone,ZA,2022-06-09 13:04:28,-30.7414,30.455,71.29,62,0,17.45
286,Henderson,US,2022-06-09 13:02:55,36.0397,-114.9819,85.24,24,0,9.22
287,Talnakh,RU,2022-06-09 13:04:30,69.4865,88.3972,49.21,54,44,2.82
288,Pensacola,US,2022-06-09 13:01:43,30.4213,-87.2169,84.85,84,76,3.0
289,Madinat Sittah Uktubar,EG,2022-06-09 13:04:32,29.8167,31.05,103.6,9,0,11.88
290,Omboue,GA,2022-06-09 13:04:33,-1.5746,9.2618,82.18,63,7,10.65
291,San Rafael,AR,2022-06-09 13:01:18,-34.6177,-68.3301,50.5,44,64,11.41
292,Man,CI,2022-06-09 13:04:36,7.4125,-7.5538,85.08,68,29,2.77
293,Solginskiy,RU,2022-06-09 13:04:37,61.05,41.3428,71.65,43,100,7.58
